area,coefs
0001,0.1782636864177827
0002,0.227140282806878
0003,0.1664899747890628
0004,0.2030519372015073
0005,0.2106302788252403
0006,0.1419101642997481
0007,0.2369265251255739
0008,0.2104870664454547
0009,0.2709814249561618
0010,0.03
0011,0.13585396255471519
0012,0.2429344949415496
0013,0.1848778499095714
0014,0.2170488824948603
0015,0.1841781202732287
0016,0.2311728247140548
0017,0.1821009363833265
0018,0.2539015375397967
0019,0.1638638490294398
0020,0.30805925427653136
0021,0.1713325306974412
0022,0.17115527466361738
0023,0.2051026391230038
0024,0.1634178003613972
0025,0.233508922520213
0026,0.17153573333302297
0027,0.1845210039456587
0028,0.1780074497679237
0029,0.1422578955161975
0030,0.12924808195083373
0031,0.03
0032,0.1727542037300483
0033,0.2782562071569843
0034,0.2863554612106671
0035,0.224976655219586
0036,0.2240059411930863
0037,0.03
0038,0.170635423943312
0039,0.2747635233959243
0040,0.45636409145530105
0041,0.2199224793712516
0042,0.1368620207326772
0043,0.154683497389887
0044,0.13483451310304007
0045,0.2487097109129059
0046,0.072495953464379
0047,0.156239754500594
0048,0.1557699335773668
0049,0.2352159577456127
0050,0.1573596337653784
0051,0.1440156044009656
0052,0.2132768010083438
0053,0.2473319645548338
0054,0.235169646636577
0055,0.2008988083124247
0056,0.03
0057,0.2175044893523423
0058,0.2257980658421444
0059,0.2053601942194829
0060,0.1892872626572813
0061,0.2172769937195119
0062,0.03
0063,0.2078834303890523
0064,0.202056406258092
0065,0.2047114234962182
0066,0.191570038285853
0067,0.14693782199334252
0068,0.2351871423245089
0069,0.03
0070,0.07633802676055153
0071,0.2526669081476871
0072,0.1994530545028466
0073,0.2028271460413028
0074,0.03
0075,0.2315531430461995
0076,0.171657200823789
0077,0.1381543495830046
0078,0.06958982385536988
0079,0.10349368347868575
0080,0.10561479373449893
0081,0.2213071471463223
0082,0.2440519914368781
0083,0.1555755347365488
0084,0.03565646218015401
0085,0.2028139658089541
0086,0.2362468573523762
0087,0.1936926592315714
0088,0.2237383729155937
0089,0.1970086209368697
0090,0.2214471626369822
0091,0.10278012659369
0092,0.2200007476102629
0093,0.2250832571381997
0094,0.3113286191477975
0095,0.2113741757255205
0096,0.23825225177812157
0097,0.1613378992604379
0098,0.2234549823832479
0099,0.15087206136982
0100,0.1991336054057151
0101,0.1984377074653061
0102,0.1916759989322225
0103,0.199377219275647
0104,0.1735898411843627
0105,0.2217455912921284
0106,0.2167902833935651
0107,0.1387501797930199
0108,0.1604542101188697
0109,0.17800691445076797
0110,0.15452219573535214
0111,0.1438265497327459
0112,0.1811741236482565
0113,0.2413692243855303
0114,0.1551433972766883
0115,0.185059236900257
0116,0.2334567775612449
0117,0.05525358975111899
0118,0.2028823261133024
0119,0.2499541133409638
0120,0.225007591289825
0121,0.2512757188668463
0122,0.1392351442252744
0123,0.2188662681066014
0124,0.22321044138488194
0125,0.23500694837412853
0126,0.2005685515067397
0127,0.08677754419611802
0128,0.2082976811590435
0129,0.2004206823179928
0130,0.2316632253880211
0131,0.2773717252705325
0132,0.1743455907543222
0133,0.32675059232258896
0134,0.3004907596293911
0135,0.2023675573491226
0136,0.2317077072192892
0137,0.2096388500695451
0138,0.2016394115487989
0139,0.2181489729220749
0140,0.1925232814164497
0141,0.2086190243466179
0142,0.1757778845068516
0143,0.1395266731675294
0144,0.2348789789403432
0145,0.2162375769326343
0146,0.1572417080056347
0147,0.3065932039238908
0148,0.1510240224607616
0149,0.212105040125402
0150,0.22810361183504
0151,0.03
0152,0.1482819858953793
0153,0.03
0154,0.2142354345986194
0155,0.29849897284015425
0156,0.03
0157,0.2201149720724742
0158,0.2094864894733489
0159,0.2044764049254392
0160,0.2161778823351388
0161,0.1447979092979957
0162,0.16301298947667
0163,0.2268448117735995
0164,0.1636983370022464
0165,0.1937050000716689
0166,0.2003488405257437
0167,0.03
0168,0.1796283903059318
0169,0.1958028976087273
0170,0.03
0171,0.30726137124490044
0172,0.1571294165339017
0173,0.217612979893553
0174,0.03
0175,0.03
0176,0.2134902860543171
0177,0.1783562088428672
0178,0.251471456171991
0179,0.1540435309200388
0180,0.1891827972853343
0181,0.1696979907807952
0182,0.179834126454542
0183,0.1684423156364075
0184,0.260314762312111
0185,0.1777478028141316
0186,0.1395442656806001
0187,0.2310733202805324
0188,0.2516845748144899
0189,0.2319040119819454
0190,0.2529420885479961
0191,0.2645077180997835
0192,0.1852395646523119
0193,0.2490109499739349
0194,0.2352568932272923
0195,0.2789223736697148
0196,0.1924869433346345
0197,0.12727740838577398
0198,0.2506763375690057
0199,0.1862893805560817
0200,0.130796975486857
0201,0.2481797855332056
0202,0.2079358420378672
0203,0.1330021128953079
0204,0.169343468141995
0205,0.2343657224369345
0206,0.18267303619192754
0207,0.1796250474618551
0208,0.21315607939303458
0209,0.171923149393269
0210,0.1635450231491892
0211,0.19131375024560884
0212,0.2139049897137247
0213,0.2044033656117862
0214,0.1217129109438042
0215,0.07499376247722417
0216,0.2014809140794343
0217,0.1433482739056299
0218,0.1903715040299617
0219,0.157217747343617
0220,0.2147165141637876
0221,0.226780145215756
0222,0.1245284455300765
0223,0.1199076882562207
0224,0.2320149906828757
0225,0.234019094460757
0226,0.2230825068572419
0227,0.2529693118365593
0228,0.43586535919799946
0229,0.34883353113403825
0230,0.2186050573347321
0231,0.23564087458402233
0232,0.201561175492183
0233,0.1226578273848563
0234,0.1910276900536303
0235,0.13867437578374042
0236,0.1841035268755751
0237,0.13463031027444136
0238,0.1486614125656075
0239,0.1957015533937154
0240,0.1557124345473315
0241,0.1688784793847165
0242,0.1665032295113913
0243,0.03
0244,0.2086439284329773
0245,0.2600466783645394
0246,0.1913774508271283
0247,0.1242299119855505
0248,0.2347872458298026
0249,0.10344529075858643
0250,0.31136854460830127
0251,0.1985482450722918
0252,0.1967775383583972
0253,0.1218515033713134
0254,0.2342806406843164
0255,0.2775546780341916
0256,0.1486167483018675
0257,0.1497926563072729
0258,0.2209076258181521
0259,0.12380784150585862
0260,0.2535885575542802
0261,0.2044175703961672
0262,0.1574403818081662
0263,0.0999310071060678
0264,0.1920100893274291
0265,0.2419911031194473
0266,0.1681942798518132
0267,0.2408193067360124
0268,0.2084613581718104
0269,0.1741188150798932
0270,0.2287355799552673
0271,0.1868524331330022
0272,0.03
0273,0.2145254915584589
0274,0.10999032119587022
0275,0.1815954251921301
0276,0.2406622820467553
0277,0.1672304653190774
0278,0.1440380178218928
0279,0.17373399191541153
0280,0.1528331660466846
0281,0.19299232781767875
0282,0.1951304289567849
0283,0.27760357635072885
0284,0.10785989588320305
0285,0.3358189603201341
0286,0.258634881843325
0287,0.2324601253369789
0288,0.2002533852291609
0289,0.2398773966367943
0290,0.1910281135482807
0291,0.141649946808028
0292,0.3860698034560242
0293,0.178436623244745
0294,0.247733129826633
0295,0.240867011458777
0296,0.1842210443164482
0297,0.2037411362196102
0298,0.2054863549629815
0299,0.1948214576482976
0300,0.1785072658585679
0301,0.13601998570421547
0302,0.03
0303,0.1732150956111555
0304,0.2147279996904049
0305,0.10514026871654539
0306,0.2036901642569631
0307,0.13666919089680601
0308,0.03
0309,0.2277307748738331
0310,0.1853004832191481
0311,0.17883964379346648
0312,0.1797820697049451
0313,0.0944516162230076
0314,0.15075667393429312
0315,0.2405288847416352
0316,0.14285029310314265
0317,0.5284509605740328
0318,0.09668683911212399
0319,0.08936965611227311
0320,0.2178843693714616
0321,0.1797411636507705
0322,0.14462736217237843
0323,0.03
0324,0.190676417286059
0325,0.1379952146881692
0326,0.1413708663846555
0327,0.2246764578182914
0328,0.1995755995753639
0329,0.2282926970839492
0330,0.298437728817474
0331,0.03
0332,0.2545022013322101
0333,0.2133765726137705
0334,0.03
0335,0.1704674204935156
0336,0.1671531735134271
0337,0.1876764460133956
0338,0.03
0339,0.17150833705610674
0340,0.15671007814616666
0341,0.032226155834258995
0342,0.1869754016518862
0343,0.1847163059783324
0344,0.1413081470387814
0345,0.1838380724327745
0346,0.1484020141634395
0347,0.1989700361614087
0348,0.1489220268728939
0349,0.2799088911244767
0350,0.30741687469214996
0351,0.2408388369306416
0352,0.15116674255134338
0353,0.1660727683168766
0354,0.08727810772840829
0355,0.2311682373422985
0356,0.03
0357,0.20598995098165726
0358,0.1875792583527015
0359,0.24001590173958615
0360,0.2370080487683456
0361,0.201086769212946
0362,0.1895399962169921
0363,0.2528357927590107
0364,0.14234679300370534
0365,0.03
0366,0.1833237609788366
0367,0.1732615600036753
0368,0.2382937470357138
0369,0.214688022863742
0370,0.0967334009178637
0371,0.2234625311976952
0372,0.03
0373,0.2241829456162864
0374,0.2229632637204472
0375,0.1753401571332231
0376,0.2128833865225447
0377,0.2129230763628257
0378,0.23946225182075928
0379,0.18910318591383826
0380,0.2808816181176575
0381,0.1505948547623815
0382,0.2126942347439214
0383,0.03
0384,0.1956946493453321
0385,0.18525322005336714
0386,0.1808176635763307
0387,0.201325183312132
0388,0.033578285393408985
0389,0.2139189833131841
0390,0.1666485031739685
0391,0.1364665704670431
0392,0.1773508673912675
0393,0.205801238651705
0394,0.2019994680541255
0395,0.2464896906345531
0396,0.235668880164047
0397,0.2320361807369542
0398,0.1986445344659028
0399,0.2319632594248282
0400,0.1836022867507991
0401,0.2058620545808375
0402,0.2006453590599813
0403,0.2054064942735763
0404,0.2168662754556686
0405,0.2709685861538107
0406,0.2183208145274513
0407,0.2796463396383885
0408,0.1607833697821624
0409,0.1845028115134221
0410,0.23113840599188984
0411,0.10199490909029024
0412,0.2253031246266642
0413,0.2224998734461896
0414,0.16646336029058498
0415,0.2209726845826182
0416,0.2156247372420388
0417,0.2419462513342725
0418,0.2325536599437401
0419,0.1896516500807122
0420,0.1405677834915184
0421,0.1522181843733541
0422,0.2795736349513229
0423,0.2487698367677364
0424,0.1379077432042567
0425,0.1628916524948336
0426,0.2062596277204393
0427,0.240936789355268
0428,0.2096959798636477
0429,0.1098412514209583
0430,0.2041808763788325
0431,0.1695290606512643
0432,0.2019250416508397
0433,0.2211757266084683
0434,0.2251652462701551
0435,0.274351253709339
0436,0.2339281786159761
0437,0.2298860995312732
0438,0.32938556439249783
0439,0.3395072293982065
0440,0.2318967992153494
0441,0.1637386110353862
0442,0.2493034171056996
0443,0.16222306968952135
0444,0.04970008581963861
0445,0.1250232132788108
0446,0.2439608118509553
0447,0.2040585698056562
0448,0.2011257776962812
0449,0.1676097533535872
0450,0.1847929641775745
0451,0.2032430365351266
0452,0.1144972531322094
0453,0.2012469567469685
0454,0.2847512353002603
0455,0.2063452402407969
0456,0.202697605589382
0457,0.254196481790136
0458,0.2526642762756124
0459,0.1895507565532454
0460,0.212726652299682
0461,0.2040391449259393
0462,0.2327416995933073
0463,0.1633948397839822
0464,0.2198578143536352
0465,0.2091401817597786
0466,0.14679474709311283
0467,0.1076792905484633
0468,0.1688319538591007
0469,0.2159430006689892
0470,0.1968426786266828
0471,0.2742004845095382
0472,0.158824192826195
0473,0.2076429176300464
0474,0.1197950868477157
0475,0.20075606768817275
0476,0.2359201331524
0477,0.1272186512911857
0478,0.2242326917525686
0479,0.1880888243726582
0480,0.2266273958678638
0481,0.20081223465624476
0482,0.18987131787832343
0483,0.2330653024125419
0484,0.2033857830714157
0485,0.2238949143102964
0486,0.3353830107283831
0487,0.1581059108384295
0488,0.1852485424551294
0489,0.2489052998980869
0490,0.2280896551044104
0491,0.1240289334872926
0492,0.1979383350981385
0493,0.2044563249905468
0494,0.1399713427262689
0495,0.1540362643960056
0496,0.2648236983406468
0497,0.2214334775783689
0498,0.1996649348781266
0499,0.167386622496036
0500,0.1493835402229298
0501,0.217815301935375
0502,0.2490795266602508
0503,0.2447052800830637
0504,0.2194030955191171
0505,0.2392265665628612
0506,0.222059311571895
0507,0.2177522165738482
0508,0.2106702298866714
0509,0.2620068672078162
0510,0.2602445908865132
0511,0.208673798970801
0512,0.2124621507568917
0513,0.16952349669987582
0514,0.33380972801317327
0515,0.1210407351796642
0516,0.13510691490100674
0517,0.1710215083431717
0518,0.2280172795767512
0519,0.1935616298396897
0520,0.2085507943994803
0521,0.1763938636825772
0522,0.2327181572598848
0523,0.1842592823334592
0524,0.2299477874779897
0525,0.1721358901524915
0526,0.14730981404027335
0527,0.196183849828726
0528,0.13550078712724561
0529,0.1674484869148348
0530,0.13248574680453123
0531,0.23163736433164717
0532,0.1364101071971662
0533,0.25250606553959104
0534,0.1794704344673875
0535,0.1585667814442304
0536,0.08843060705295178
0537,0.2727768697976059
0538,0.2334148311151838
0539,0.2152433162623248
0540,0.1528156836786852
0541,0.2902790063704846
0542,0.1863874128172435
0543,0.2135038000084626
0544,0.18975575113655416
0545,0.1257006235391912
0546,0.1812932965484119
0547,0.17801515340828475
0548,0.2100045892923946
0549,0.165611075396904
0550,0.18767247328338177
0551,0.1775220580812489
0552,0.1875735348625279
0553,0.2358158338250094
0554,0.1963478642223778
0555,0.15343070336884376
0556,0.21411272438818002
0557,0.10789281728461599
0558,0.1450089094044864
0559,0.2233501608906401
0560,0.1887254956180226
0561,0.2551527330696609
0562,0.2562995162484697
0563,0.2091095850554093
0564,0.1532759866673342
0565,0.1559082507912725
0566,0.2813669131775624
0567,0.051413551178945985
0568,0.2796964287181069
0569,0.2145990359873298
0570,0.1508740909851776
0571,0.1696966334520252
0572,0.2496327357246187
0573,0.1296809740038025
0574,0.2181072951615992
0575,0.2220045857193378
0576,0.1579881222522567
0577,0.1763096611933559
0578,0.233837098662393
0579,0.2906283523981555
0580,0.2101882529126248
0581,0.2936462866721687
0582,0.2063942047895625
0583,0.2679117457337716
0584,0.10890821470591366
0585,0.3227794309732832
0586,0.2528136841054552
0587,0.2415761320246912
0588,0.16159168986513064
0589,0.1567351785776194
0590,0.1473416909247496
0591,0.2235119621718496
0592,0.1870025386223937
0593,0.2667367012371907
0594,0.1770554138661978
0595,0.1980170464915998
0596,0.2229915565779783
0597,0.2090027586863243
0598,0.1370877441764696
0599,0.03
0600,0.2135121390119841
0601,0.1644787082866378
0602,0.2038890330296914
0603,0.2084968164016703
0604,0.2056985999739034
0605,0.1452494709494041
0606,0.1939834400429812
0607,0.2061179274050803
0608,0.1780107955787694
0609,0.2254554537584083
0610,0.1797558286486268
0611,0.1560177541981753
0612,0.095777553282235
0613,0.1735069980140113
0614,0.2711928315604245
0615,0.1677137381803047
0616,0.12215020504917193
0617,0.10768071152797765
0618,0.2014212719001352
0619,0.2693085662162819
0620,0.2202106201582696
0621,0.2543417513376002
0622,0.2698322974258182
0623,0.1641272547574294
0624,0.10408644227278219
0625,0.2239360494120595
0626,0.2081323326996644
0627,0.238477107367758
0628,0.1510626287463468
0629,0.1882335101364763
0630,0.23883183656690504
0631,0.159429113222095
0632,0.2074739832117747
0633,0.2213715987372461
0634,0.2495144816953237
0635,0.12493151765567943
0636,0.1762766968282758
0637,0.17754993475554562
0638,0.03
0639,0.03
0640,0.18982872160732064
0641,0.03
0642,0.2054234024169354
0643,0.1925362856953981
0644,0.198239661365575
0645,0.2416803221435169
0646,0.11962714647987624
0647,0.1770012860658183
0648,0.1407511998288131
0649,0.215788199885014
0650,0.2524500487141396
0651,0.163530022402668
0652,0.15496284506274552
0653,0.2602469725652328
0654,0.1950512610802054
0655,0.20518908575603048
0656,0.27163604852633294
0657,0.1781811417321889
0658,0.1960974242643055
0659,0.09678566956915148
0660,0.1613271392384674
0661,0.23592245886959468
0662,0.3320929119490901
0663,0.1657254432392604
0664,0.262031673455806
0665,0.220301019787418
0666,0.1925926185635391
0667,0.18113133234248105
0668,0.452852433675962
0669,0.1315080141638867
0670,0.27761805996746675
0671,0.1213558451104081
0672,0.1942540599010535
0673,0.2383308983415042
0674,0.18913634694838713
0675,0.21836443148563284
0676,0.2699693763912191
0677,0.1838743938238614
0678,0.1879433901637834
0679,0.2810133253769012
0680,0.2211960612805293
0681,0.2938422250467402
0682,0.2559421482188903
0683,0.211955310316625
